title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,Platform,Buena Vista,TOSE Software,,0.14,0.1,,0.04,0.0,2005-10-10
Barbie Explorer,PS,Platform,Unknown,Runecraft,,0.14,0.08,,0.05,0.01,2001-09-04
World Tour Soccer 2003,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,,0.14,0.07,,0.05,0.02,2003-02-10
Virtua Tennis 4,Wii,Sports,Sega,Sega-AM2,5.2,0.14,0.05,,0.08,0.01,2011-05-10
Pro Evolution Soccer 2015,X360,Sports,Konami Digital Entertainment,PES Productions,,0.14,0.05,,0.08,0.01,2014-11-11
Backyard Sports: Sandlot Sluggers,DS,Sports,Atari,"Powerhead, LLC",,0.14,0.13,,,0.01,2010-05-25
Jonny Moseley Mad Trix,PS2,Sports,3DO,3DO,,0.14,0.07,,0.05,0.02,2001-12-26
Top Spin 4,Wii,Sports,2K Sports,2K Czech,4.0,0.14,0.04,,0.08,0.02,2011-03-15
SSX On Tour,XB,Sports,EA Sports BIG,EA Canada,,0.14,0.11,,0.03,0.01,2005-10-11
NCAA College Basketball 2K3,XB,Sports,Sega,Kush Games,,0.14,0.11,,0.03,0.01,2002-12-02
Hot Wheels: Beat That!,Wii,Racing,Activision,Eutechnyx,,0.14,0.13,,0.0,0.01,2007-09-30
PaRappa The Rapper 2,PS2,Misc,Sony Computer Entertainment,NanaOn-Sha,,0.14,0.07,,0.05,0.02,2002-01-23
Drawn to Life Collection,DS,Misc,THQ,5TH Cell,,0.14,0.13,,,0.01,2010-11-23
Dream Pinball 3D,Wii,Misc,SouthPeak Interactive,A.S.K. Homework,,0.14,0.1,,0.03,0.01,2008-04-22
Cranium Kabookii,Wii,Misc,Ubisoft,Ubisoft Quebec,,0.14,0.13,,0.0,0.01,2007-12-04
Geometry Wars: Galaxies,DS,Shooter,Sierra Entertainment,Kuju Entertainment,,0.14,0.13,,0.0,0.01,2007-11-27
Doom,GBA,Shooter,Activision,David A. Palmer Productions,8.3,0.14,0.1,,0.04,0.0,2001-10-28
The Elder Scrolls Online: Morrowind,XOne,MMO,Bethesda Softworks,ZeniMax Online Studios,,0.14,0.09,,0.03,0.01,2017-06-06
Disney's Cinderella: Magical Dreams,GBA,Platform,Buena Vista,Culture Brain,6.0,0.14,0.1,,0.04,0.0,2005-09-20
Legends of Wrestling,XB,Fighting,Acclaim Entertainment,Acclaim Studios Salt Lake City,,0.14,0.1,,0.03,0.0,2002-05-27
Godzilla: Save the Earth,XB,Fighting,Atari,"Pipeworks Software, Inc.",,0.14,0.1,,0.03,0.0,2004-11-16
Ford Racing Off Road,PSP,Racing,Empire Interactive,Razorworks Studios,,0.14,0.05,,0.08,0.02,2008-09-23
Destruction Derby Raw,PS,Racing,Midway Games,Studio 33,,0.14,0.08,,0.05,0.01,2000-09-26
Bravo Air Race,PS,Racing,THQ,Xing Entertainment,5.3,0.14,0.08,,0.05,0.01,1997-09-30
Micro Machines 64 Turbo,N64,Racing,Midway Games,Codemasters,,0.14,0.11,,0.03,0.0,1999-03-24
Asphalt: Urban GT 2,DS,Racing,Ubisoft,Virtuos / Game Source,,0.14,0.09,,0.04,0.01,2006-11-14
SafeCracker: The Ultimate Puzzle Adventure,DS,Puzzle,DreamCatcher Interactive,JoWood Productions,,0.14,0.07,,0.06,0.01,2009-12-07
Balloon Pop,DS,Puzzle,UFO Interactive,Tommo,,0.14,0.13,,,0.01,2009-10-23
Diner Dash: Flo on the Go,DS,Puzzle,Zoo Games,Zoo Games,,0.14,0.13,,0.0,0.01,2009-10-20
Mojo!,PS2,Puzzle,Crave Entertainment,Crave Entertainment,,0.14,0.07,,0.05,0.02,2003-08-26
Pipe Mania,PS2,Puzzle,Empire Interactive,Razorworks Studios,,0.14,0.07,,0.05,0.02,2008-09-26
Bejeweled 3,X360,Puzzle,PopCap Games,PopCap Games,,0.14,0.13,,,0.01,2011-11-15
BIT.TRIP SAGA,3DS,Platform,Aksys Games,Gaijin Games Inc.,7.5,0.14,0.09,,0.04,0.01,2011-09-13
RockMan & Forte,SNES,Platform,Capcom,Capcom,,0.14,,0.14,,0.0,1998-04-24
Guilty Gear,PS,Fighting,Atlus,Arc System Works,,0.14,0.03,0.07,0.02,0.01,1998-10-31
Marvel vs. Capcom 2,DC,Fighting,Capcom,Capcom,9.0,0.14,,0.14,,,2000-06-29
Under Night In-Birth,PS3,Fighting,Aksys Games,Ecole Software,,0.14,0.07,0.05,0.01,0.02,2015-02-24
Gundam: The Battle Master,PS,Fighting,Bandai,Bandai,,0.14,,0.13,,0.01,1997-06-20
Guilty Gear Xrd -Revelator-,PS4,Fighting,Aksys Games,Arc System Works,,0.14,0.06,0.07,,0.01,2016-06-07
Fate/Unlimited Codes,PS2,Fighting,Capcom,Eighting,,0.14,,0.14,,,2008-12-18
Dead or Alive 2,DC,Fighting,Tecmo,Team Ninja,9.0,0.14,,0.14,,,2000-02-29
Barbarian,PS2,Fighting,Titus,Saffire Corporation,,0.14,0.07,,0.06,0.02,2002-06-27
Championship Motocross 2001 featuring Ricky Carmichael,PS,Racing,THQ,Funcom,6.8,0.14,0.08,,0.05,0.01,2001-01-30
F1 2011,PSV,Racing,Codemasters,Codemasters,,0.14,0.03,0.01,0.08,0.02,2012-02-14
The King of Fighters '94 (CD),NG,Fighting,SNK,SNK Corporation,,0.14,,0.14,,0.0,1994-01-01
Ultimate Marvel vs. Capcom 3,XOne,Fighting,Capcom,Capcom,,0.14,0.12,,,0.01,2017-03-07
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,Fighting,Bandai,Aki Corporation,8.0,0.14,0.04,0.08,0.01,0.0,2003-06-05
My Hero One's Justice,XOne,Fighting,Bandai Namco Entertainment,Byking,,0.14,0.12,,,0.01,2018-10-26
Persona 4 Arena Ultimax,PS3,Fighting,Atlus,Arc System Works,,0.14,,0.13,0.0,0.0,2014-09-30
Marvel vs. Capcom 2,XB,Fighting,Capcom,Capcom,,0.14,0.09,0.01,0.03,0.0,2003-03-27
NFL Head Coach 09,PS3,Sports,EA Sports,EA Tiburon,,0.14,0.13,,,0.01,2008-09-03
Pro Baseball Spirits 2015,PSV,Sports,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",,0.14,,0.14,,,2015-03-26
FIFA Soccer 2005,GC,Sports,EA Sports,EA Canada,,0.14,0.11,,0.03,0.0,2004-10-09
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,Sports,SouthPeak Interactive,Lightning Fish,,0.14,0.12,,0.02,0.01,2010-12-13
Cars: Mater-National Championship,X360,Racing,THQ,Rainbow Studios,,0.14,0.13,,0.0,0.01,2007-10-29
L.A. Rush,XB,Racing,Midway Games,The Pitbull Syndicate Limited,,0.14,0.11,,0.03,0.01,2005-10-11
Adrenalin Misfits,X360,Racing,Konami,Konami,4.7,0.14,0.12,,0.02,0.01,2010-11-04
Thunder Truck Rally,PS,Racing,Psygnosis,Reflections Interactive,,0.14,0.08,,0.05,0.01,1997-05-31
Pro Cycling Manager 2016,PS4,Sports,Focus Home Interactive,Cyanide Studio,,0.14,,,0.12,0.02,2016-06-16
Super Dodgeball Brawlers,DS,Sports,Aksys Games,Million,,0.14,0.13,,,0.01,2008-05-27
PANGYA: Fantasy Golf,PSP,Sports,Tommo,Ntreev Soft,,0.14,0.09,0.04,,0.01,2009-06-23
Gretzky NHL 06,PSP,Sports,Sony Computer Entertainment,Page 44 Studios,5.8,0.14,0.13,,,0.01,2005-10-04
Tennis no Oji-Sama: Aim at The Victory!,GBA,Sports,Konami,Konami,,0.14,,0.14,,0.0,2002-12-12
Fox Sports Golf '99,PS,Sports,Fox Interactive,Gremlin Interactive,,0.14,0.08,,0.05,0.01,1998-06-30
Tony Hawk's Pro Skater 5,XOne,Sports,Activision,Robomodo,,0.14,0.11,,0.02,0.01,2015-09-29
FIFA Street 2,PSP,Sports,EA Sports BIG,EA Canada,4.9,0.14,0.07,,0.06,0.02,2006-02-28
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PS4,Role-Playing,Tecmo Koei,Gust,,0.14,0.07,0.06,,0.02,2017-09-26
Class of Heroes,PSP,Role-Playing,Atlus,ZeroDiv,5.4,0.14,0.06,0.08,,0.01,2009-06-09
Ys VIII: Lacrimosa of Dana,PSV,Role-Playing,NIS America,Falcom,,0.14,0.01,0.11,0.01,0.01,2017-09-12
Gungnir,PSP,Role-Playing,Atlus,Sting,7.4,0.14,0.08,0.04,,0.02,2012-06-12
Wild ARMs 4,PS2,Role-Playing,Xseed Games,Media.Vision,6.6,0.14,0.07,,0.06,0.02,2006-01-10
Grand Kingdom,PS4,Role-Playing,NIS America,Monochrome Corporation,,0.14,0.08,0.04,,0.02,2016-06-28
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,Role-Playing,Atlus,Monolith Soft,,0.14,,0.14,,,2009-04-28
World Tour Soccer 2002,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,,0.14,0.07,,0.05,0.02,2002-02-17
Phantom Brave,PS2,Role-Playing,NIS America,Nippon Ichi Software,,0.14,0.07,,0.05,0.02,2004-08-31
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Role-Playing,Atlus,Atlus,8.0,0.14,0.09,,0.02,0.03,2015-08-04
.hack//Link,PSP,Role-Playing,Namco Bandai,CyberConnect2,,0.14,,0.14,,,2010-03-04
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,Role-Playing,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,,0.14,0.03,0.11,,,2006-06-20
Shining Resonance,PS3,Role-Playing,Sega,Media.Vision,,0.14,,0.14,,,2014-12-11
Soukaigi,PS,Role-Playing,Square,Yuke's,,0.14,,0.13,,0.01,1998-05-28
Shonen Jump's Shaman King: Master of Spirits,GBA,Role-Playing,Konami,Konami,,0.14,0.1,,0.04,0.0,2004-11-09
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Role-Playing,Game Arts,Game Arts,,0.14,,0.14,,0.0,1994-12-22
Hero's Saga Laevatein Tactics,DS,Role-Playing,Aksys Games,GungHo,,0.14,0.13,0.0,,0.01,2009-10-13
South Park: The Fractured But Whole,NS,Role-Playing,Ubisoft,Ubisoft San Francisco,9.5,0.14,0.08,,0.05,0.01,2018-04-24
Risen 2: Dark Waters,X360,Role-Playing,Deep Silver,Piranha Bytes,5.5,0.14,0.05,,0.08,0.01,2012-07-31
Naruto RPG 2: Chidori vs Rasengan,DS,Role-Playing,Tomy Corporation,Tomy Corporation,,0.14,,0.14,,,2005-07-14
TRINITY: Souls of Zill O'll,PS3,Role-Playing,Tecmo Koei,Omega Force,5.5,0.14,0.06,0.03,0.03,0.01,2011-02-08
Eternal Poison,PS2,Role-Playing,Atlus,Flight-Plan,,0.14,0.07,,0.05,0.02,2008-11-11
The Granstream Saga,PS,Role-Playing,THQ,Shade,7.6,0.14,0.08,,0.05,0.01,1998-06-30
Hexyz Force,PSP,Role-Playing,Atlus,Sting,6.7,0.14,0.07,0.06,,0.01,2010-05-25
The Walking Dead: Season Two,PSV,Misc,Telltale Games,Unknown,,0.14,0.08,0.02,0.01,0.03,2014-01-01
Master Jin Jin's IQ Challenge,DS,Misc,Valcon Games,ASK,,0.14,0.13,,0.0,0.01,2007-10-08
Rio,PS3,Misc,THQ,TBA,,0.14,0.04,,0.07,0.02,2011-04-12
Create,X360,Misc,Electronic Arts,EA Bright Light,6.3,0.14,0.1,,0.03,0.01,2010-11-16
Power Gig: Rise of the SixString,PS3,Misc,Unknown,Seven45 Studios,3.9,0.14,0.13,,,0.01,2010-10-19
Monster Lab,DS,Role-Playing,Eidos Interactive,Backbone Entertainment,,0.14,0.12,,0.01,0.01,2008-11-04
Shining Soul,GBA,Role-Playing,Atlus,Next Entertainment,,0.14,0.03,0.09,0.01,0.0,2003-09-23
Yu-Gi-Oh! Monster Capture GB,GB,Role-Playing,Konami,Konami,,0.14,,0.14,,,2000-04-13
Agile Warrior F-111X,PS,Simulation,Virgin Interactive,Black Ops Entertainment,,0.14,0.08,,0.05,0.01,1995-11-21
Blazing Angels 2: Secret Missions of WWII,X360,Simulation,Ubisoft,Ubisoft Romania,7.6,0.14,0.11,,0.02,0.01,2007-09-18
Paws & Claws: Pet Vet 2,DS,Simulation,THQ,ValuSoft,,0.14,0.13,,,0.01,2007-08-07
Imagine: Fashion Stylist,DS,Simulation,Ubisoft,Magic Pockets,,0.14,0.13,,,0.01,2010-11-02
CSI: 3 Dimensions of Murder,PS2,Adventure,Ubisoft,Ubisoft Bulgaria,,0.14,0.07,,0.06,0.02,2007-09-25
Doukyuusei,PCE,Adventure,NEC,Flight Plan,,0.14,,0.14,,,1995-11-23
NCIS,X360,Adventure,Ubisoft,Ubisoft,,0.14,0.1,,0.02,0.01,2011-11-01
Happy Feet,Wii,Adventure,Midway Games,Artificial Mind and Movement,,0.14,0.12,,0.0,0.01,2006-11-13
7th Dragon,DS,Role-Playing,Sega,imageepoch Inc.,,0.14,,0.14,,,2009-03-05
Sphinx and the Cursed Mummy,GC,Adventure,THQ,Eurocom Entertainment Software,8.4,0.14,0.11,,0.03,0.0,2003-11-10
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,Adventure,Sunsoft,SunSoft,,0.14,0.08,,0.05,0.01,1999-03-31
Akiba's Trip,PSP,Adventure,Acquire,PROPE,,0.14,,0.14,,,2011-05-19
Monster House,GC,Adventure,THQ,Artificial Mind and Movement,,0.14,0.11,,0.03,0.0,2006-07-18
Ecco the Dolphin: Defender of the Future,PS2,Adventure,Acclaim Entertainment,Appaloosa Interactive,7.8,0.14,0.07,,0.05,0.02,2002-03-03
Alien: Isolation,PC,Adventure,Sega,Creative Assembly,,0.14,,,0.14,0.01,2014-10-07
Sakura Wars GB,GB,Adventure,Media Factory,Media Factory,,0.14,,0.14,,0.0,2000-07-28
FIFA 06 Soccer,GC,Sports,EA Sports,EA Canada,,0.14,0.11,,0.03,0.0,2005-10-04
Pro Yakyuu Netsu Star 2006,PS2,Sports,Namco,Namco,,0.14,,0.14,,,2006-04-06
NBA 2K13,WiiU,Sports,2K Sports,Visual Concepts,7.6,0.14,0.08,,0.04,0.01,2012-11-18
Gretzky NHL 06,PS2,Sports,Sony Computer Entertainment,Page 44 Studios,,0.14,0.07,,0.05,0.02,2005-09-20
NBA ShootOut 2002,PS,Sports,Sony Computer Entertainment,989 Sports,,0.14,0.08,,0.05,0.01,2001-09-01
Bassmasters 2000,N64,Sports,THQ,Mass Media,,0.14,0.11,,0.03,0.0,1999-12-16
Adventures to Go!,PSP,Role-Playing,Natsume,Global A Entertainment,,0.14,0.11,0.01,,0.02,2009-10-27
Shadow Hearts: From The New World,PS2,Role-Playing,Xseed Games,Nautilus,7.6,0.14,0.07,,0.06,0.02,2006-03-07
NHL Breakaway 98,PS,Sports,Acclaim Entertainment,Sculptured Software,,0.14,0.08,,0.05,0.01,1997-09-30
Tiger Woods PGA Tour 2005,GC,Sports,EA Sports,EA Redwood Shores,,0.14,0.1,,0.03,0.0,2004-09-20
Salt Lake 2002,PS2,Sports,Eidos Interactive,Attention To Detail,,0.14,0.07,,0.05,0.02,2002-01-29
Frank Thomas Big Hurt Baseball,PS,Sports,Acclaim Entertainment,Iguana Entertainment,,0.14,0.08,,0.05,0.01,1996-06-05
Power Pro Kun Pocket 8,DS,Sports,Konami,PawaPuro Production,,0.14,,0.14,,,2005-12-01
Bottom of the 9th,PS,Sports,Konami,Konami,8.0,0.14,0.08,,0.05,0.01,1996-04-04
NFL Blitz 20-03,GC,Sports,Midway Games,Point of View,7.8,0.14,0.11,,0.03,0.0,2002-08-12
Jikkyou Powerful Pro Yakyuu Wii,Wii,Sports,Konami,PawaPuro Production,,0.14,,0.14,,,2007-07-19
R.B.I. Baseball 18,NS,Sports,MLB Advanced Media,MLB.com,,0.13,0.12,,,0.01,2018-03-20
International Cricket 2010,X360,Sports,Codemasters,Trickstar Games,,0.13,,,0.12,0.02,2010-06-18
The Flintstones: Bedrock Bowling,PS,Sports,SouthPeak Interactive,Adrenalin Interactive,,0.13,0.07,,0.05,0.01,2000-09-19
R.B.I. Baseball 18,XOne,Sports,MLB Advanced Media,MLB Advanced Media,,0.13,0.12,,,0.01,2018-03-20
MLB 11: The Show,PS2,Sports,Sony Computer Entertainment,SCEA San Diego Studios,,0.13,0.06,,0.05,0.02,2011-03-08
Transworld Surf,XB,Sports,Atari,Angel Studios,,0.13,0.1,,0.03,0.0,2001-11-14
Namco Soccer Prime Goal,PS,Sports,Sony Computer Entertainment,Namco,,0.13,,0.12,,0.01,1996-11-01
NBA 08,PS2,Sports,Sony Computer Entertainment,SCE San Diego Studio,,0.13,0.06,,0.05,0.02,2007-09-26
Cabela's Dangerous Hunts 2009,PS3,Sports,Activision,Activision,,0.13,0.12,,,0.01,2008-09-23
Rugby 15,PS4,Sports,Maximum Games,HB Studios,,0.13,0.05,,0.06,0.02,2015-02-24
Don Bradman Cricket 14,PS4,Sports,Tru Blu Entertainment,Big Ant Studios,,0.13,0.01,,0.09,0.02,2015-04-01
Cabela's Dangerous Hunts 2009,X360,Sports,Activision,Activision,,0.13,0.12,,0.0,0.01,2008-09-23
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,Sports,Sega,Sega,,0.13,,0.13,,,2013-10-10
Surf Riders,PS,Sports,Ubisoft,ACOT,,0.13,0.07,,0.05,0.01,2000-08-01
NBA Hoopz,PS,Sports,Midway Games,Eurocom Entertainment Software,,0.13,0.07,,0.05,0.01,2001-02-12
Let's Play Ballerina,DS,Sports,Deep Silver,ZigZagIsland,,0.13,0.13,,,0.01,2010-06-08
Backyard Soccer,PS,Sports,Infogrames,Humongous Entertainment,,0.13,0.07,,0.05,0.01,2001-09-28
Back At The Barnyard: Slop Bucket Games,DS,Sports,THQ,Firemint,,0.13,0.12,,0.0,0.01,2008-10-20
NHL 2003,GC,Sports,EA Sports,EA Canada,,0.13,0.1,,0.03,0.0,2002-09-30
Fit in Six,PS3,Sports,Ubisoft,Blue Byte Studio,,0.13,0.12,,,0.01,2011-03-15
NTRA Breeders' Cup World Thoroughbred Championships,PS2,Sports,Bethesda Softworks,4J Studios,,0.13,0.07,,0.05,0.02,2005-09-29
The Golf Club,PS4,Sports,Maximum Games,HB Studios,,0.13,0.09,,0.02,0.02,2015-04-28
Kelly Slater's Pro Surfer,GBA,Sports,Activision,HotGen Studios,8.0,0.13,0.09,,0.03,0.0,2002-08-21
Little League World Series Baseball 2009,DS,Sports,Activision,Black Lantern Studios,,0.13,0.12,,,0.01,2009-06-23
All Star Cheer Squad 2,Wii,Sports,THQ,Gorilla Games,,0.13,0.12,,0.0,0.01,2009-10-27
Baseball Advance,GBA,Sports,THQ,Smilebit,8.3,0.13,0.1,,0.04,0.0,2002-03-20
Pro Yakyuu Spirits 6,PS2,Sports,Konami,Konami,,0.13,,0.13,,,2009-07-16
Kurt Warner's Arena Football Unleashed,PS,Sports,Midway Games,Midway,,0.13,0.07,,0.05,0.01,2000-05-18
NHL 2K9,PS2,Sports,2K Sports,Visual Concepts,,0.13,0.07,,0.05,0.02,2008-09-08
NHL 2K9,PS3,Sports,2K Sports,Visual Concepts,,0.13,0.11,,0.01,0.01,2008-09-08
Alone in the Dark: Inferno,PS3,Adventure,Atari,Eden Studios,,0.13,0.09,,0.03,0.01,2008-11-18
Chicken Run,PS,Adventure,Eidos Interactive,Blitz Games,6.3,0.13,0.07,,0.05,0.01,2000-11-15
NCIS,Wii,Adventure,Ubisoft,Ubisoft,,0.13,0.08,,0.04,0.01,2011-11-01
Torino 2006,PS2,Sports,2K Sports,49Games,,0.13,0.06,,0.05,0.02,2006-01-24
Derby Stallion Advance,GBA,Sports,Enterbrain,ParityBit,,0.13,,0.12,,0.0,2002-12-06
World Cup Golf: Professional Edition,PS,Sports,U.S. Gold,Arc Developments,,0.13,0.07,,0.05,0.01,1996-01-01
The Guy Game,PS2,Misc,Gathering of Developers,Top Heavy Studios,,0.13,0.07,,0.05,0.02,2004-08-31
Retro Atari Classics,DS,Misc,Atari,Taniko,,0.13,0.12,,0.0,0.01,2005-03-16
Rock Band Track Pack Volume 2,PS3,Misc,MTV Games,Harmonix Music Systems,,0.13,0.11,,0.0,0.01,2008-11-17
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,Misc,Sega,Sammy Studios,,0.13,,0.13,,,2005-12-15
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,Misc,Nintendo,Nintendo,,0.13,0.09,,0.03,0.0,2004-06-21
The X-Factor,PS3,Misc,Deep Silver,Deep Silver,,0.13,,,0.1,0.03,2010-10-29
Deepak Chopra's Leela,X360,Misc,THQ,Curious Pictures,,0.13,0.07,,0.05,0.01,2011-11-08
Rock Band Track Pack Volume 1,PS2,Misc,MTV Games,Harmonix Music Systems,,0.13,0.06,,0.05,0.02,2008-07-15
The Price Is Right 2010 Edition,DS,Misc,Ubisoft,Ludia Inc.,,0.13,0.12,,,0.01,2009-09-22
Left Brain Right Brain 2,DS,Misc,Majesco,Kokolo Corporation,,0.13,0.12,,0.0,0.01,2008-12-09
Deepak Chopra's Leela,Wii,Misc,THQ,Curious Pictures,,0.13,0.1,,0.01,0.01,2011-11-08
Mega Man X Collection,GC,Misc,Capcom,Capcom,7.5,0.13,0.1,,0.03,0.0,2006-01-10
Wantame Music Channel: Doko Demo Style,DS,Misc,Capcom,Capcom,,0.13,,0.13,,,2007-11-22
Scene It? Bright Lights! Big Screen!,PS3,Misc,Warner Bros. Interactive,Screenlife Games,,0.13,0.1,,0.01,0.01,2009-11-17
Dreamworks 2-in-1 Party Pack,DS,Misc,Activision,Activision,,0.13,0.12,,,0.01,2010-08-24
DJ Max Fever,PSP,Misc,PM Studios,Pentavision Entertainment,7.7,0.13,0.11,,,0.02,2009-01-27
Puppies 3D,3DS,Misc,Ubisoft,Ubisoft,,0.13,0.08,,0.04,0.01,2011-11-08
Pop'n Music Portable,PSP,Misc,Konami,Konami,,0.13,,0.13,,,2010-02-04
Science Papa,Wii,Misc,Activision,Activision,,0.13,0.11,,0.01,0.01,2009-07-14
Wasteland 2,PC,Misc,inXile Entertainment,Unknown,,0.13,0.06,,0.06,0.01,2020-12-31
Shrek Super Party,XB,Misc,TDK Mediactive,Mass Media,,0.13,0.1,,0.03,0.0,2002-11-29
Family Fortunes,Wii,Misc,Mindscape,Mindscape,,0.13,,,0.12,0.01,2009-10-23
Momotaro Douchuuki,SAT,Misc,Hudson Soft,SIMS,,0.13,,0.13,,,1997-09-25
Chessmaster,XB,Misc,Ubisoft,Ubisoft,,0.13,0.1,,0.03,0.0,2004-10-26
Zoobles! Spring to Life!,DS,Misc,Activision,Activision,,0.13,0.1,,0.02,0.01,2011-11-01
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,Misc,Konami,Unknown,,0.13,,0.13,,,2011-12-22
Twister Mania,X360,Misc,Majesco,Naked Sky,,0.13,0.1,,0.01,0.01,2011-11-01
Tales of Berseria,PS3,Role-Playing,Namco Bandai Games,Namco Bandai Games,,0.13,,0.13,,,2016-08-18
Ys: The Ark of Napishtim,PS2,Role-Playing,Konami,Konami Software Shanghai,7.4,0.13,0.07,,0.05,0.02,2005-02-22
Azure Dreams,PS,Role-Playing,Konami,Konami Computer Entertainment Tokyo,7.4,0.13,0.07,,0.05,0.01,1998-07-12
Monster Rancher DS,DS,Role-Playing,Tecmo,Cing,,0.13,0.08,0.05,,0.01,2010-08-03
Suite PreCure: Melody Collection,DS,Misc,Namco Bandai,Namco Bandai Games,,0.13,,0.13,,,2011-08-25
Divinity: Original Sin II,PS4,Role-Playing,Bandai Namco Entertainment,Larian Studios,,0.13,0.04,,0.08,0.02,2018-08-31
The Legend of Heroes: Trails of Cold Steel IV,PS4,Role-Playing,NIS America,Falcom,,0.13,,0.13,,,2020-10-27
Freddi Fish: ABC under the sea,DS,Misc,Atari,Humongous Entertainment,,0.13,0.12,,,0.01,2010-10-05
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,Misc,D3 Publisher,Bisty,,0.13,,0.13,,,2005-10-20
High Rollers Casino,XB,Misc,Mud Duck Productions,Bethesda Softworks,,0.13,0.1,,0.03,0.0,2004-11-07
Smart Boy's Gameroom,DS,Misc,UFO Interactive,Starfish Inc.,,0.13,0.12,,0.0,0.01,2007-09-18
Paperboy / Rampage,GBA,Misc,DSI Games,DSI Games,,0.13,0.1,,0.04,0.0,2005-08-21
SingStar Latino,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.13,0.07,,0.05,0.02,2009-11-17
Monopoly Party,GC,Misc,Infogrames,Runecraft,7.3,0.13,0.1,,0.03,0.0,2002-11-20
Brain Assist,DS,Misc,Sega,Sega,,0.13,0.12,,0.0,0.01,2008-02-26
Pinball Hall of Fame: The Gottlieb Collection,Wii,Misc,Crave Entertainment,FarSight Studios,,0.13,0.12,,0.0,0.01,2010-01-19
Quick Yoga Training,DS,Misc,Ubisoft,Ubisoft,,0.13,0.12,,,0.01,2008-08-06
My Spanish Coach,PSP,Misc,Ubisoft,Sensory Sweep Studios,7.0,0.13,0.12,,,0.01,2008-10-07
Summon Night: Twin Age,DS,Role-Playing,Atlus,Flight-Plan,7.3,0.13,0.07,0.05,,0.01,2008-06-03
Metal Max 3,DS,Role-Playing,Enterbrain,Crea-Tech,,0.13,,0.13,,,2010-07-29
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Role-Playing,Atlus,Atlus,8.4,0.13,,0.1,0.02,0.0,2015-05-05
Phantom Brave: We Meet Again,Wii,Role-Playing,NIS America,Nippon Ichi Software,7.6,0.13,0.12,0.01,,0.01,2009-08-11
Trillion: God of Destruction,PSV,Role-Playing,Idea Factory,Compile Heart,,0.13,0.04,0.07,0.01,0.02,2016-03-29
RPG Maker II,PS2,Role-Playing,Agetec,Kuusou Kagaku,,0.13,0.06,,0.05,0.02,2003-10-24
Last Ranker,PSP,Role-Playing,Capcom,imageepoch Inc.,,0.13,,0.13,,,2010-07-15
Illusion of Gaia,SNES,Role-Playing,Nintendo,Quintet,,0.13,,0.13,,,1994-09-01
Gens? Suikoden: The Woven Web of a Century,PSP,Role-Playing,Konami Digital Entertainment,Konami,,0.13,,0.13,,,2012-02-09
Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,DS,Role-Playing,Spike,ChunSoft,,0.13,,0.13,,,2010-02-25
Divinity II: The Dragon Knight Saga,X360,Role-Playing,Atlus,Larian Studios,7.5,0.13,0.11,,0.02,0.01,2011-04-12
Shin Megami Tensei: Digital Devil Saga,PS2,Role-Playing,Atlus,Atlus Co.,7.6,0.13,0.06,,0.05,0.02,2005-04-05
Mystic Ark,SNES,Role-Playing,Enix,Produce!,,0.13,,0.13,,,1995-07-14
Dokapon Kingdom,Wii,Role-Playing,Atlus,Sting,7.2,0.13,0.12,,,0.01,2008-10-14
Mass Effect: Andromeda,PC,Role-Playing,Electronic Arts,BioWare Corp.,,0.13,0.04,,0.08,0.01,2017-03-21
Ken to Mahou to Gakuen Mono. 3,PSP,Role-Playing,Acquire,ZeroDiv,,0.13,,0.13,,,2010-10-07
Final Fantasy XI: Rise of the Zilart,PS2,Role-Playing,Square Enix,Square Enix,,0.13,,0.13,,,2003-04-17
Medalot 7,3DS,Role-Playing,Rocket Company,Delta Factory,,0.13,,0.13,,,2012-09-13
Dragon Quest Builders: Revive Alefgard,PS3,Role-Playing,Square Enix,Square Enix,,0.13,,0.13,,,2016-01-28
