category,production,type,title,distributor,producer,year
Outstanding Drama Series - 2017,"Elizabeth Berger, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2017
Outstanding Drama Series - 2017,"Joe Lawson, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2017
Outstanding Drama Series - 2017,"Steve Beers, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2017
Outstanding Drama Series - 2017,"Vera Herbert, Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2017
Outstanding Drama Series - 2017,"Bekah Brunstetter, Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2017
Outstanding Drama Series - 2017,"J.J. Abrams, Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Jonathan Nolan, Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Lisa Joy, Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Bryan Burk, Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Athena Wickham, Co-Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Kathy Lingg, Co-Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Richard J. Lewis, Co-Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Roberto Patino, Co-Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Katherine Lingenfelter, Co-Executive Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Drama Series - 2017,"Cherylanne Martin, Producer",Nominee,Westworld,HBO,"HBO Entertainment in association with Kilter Films, Bad Robot and Warner Bros. Television",2017
Outstanding Limited Series - 2017,"David E. Kelley, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Jean-Marc Vallée, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Reese Witherspoon, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Bruna Papandrea, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Nicole Kidman, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Per Saari, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Gregg Fienberg, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Nathan Ross, Executive Producer",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Barbara A. Hall, Produced by",Winner,Big Little Lies,HBO,"HBO Entertainment in association with David E. Kelley Productions, Pacific Standard and Blossom Films",2017
Outstanding Limited Series - 2017,"Noah Hawley, Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Warren Littlefield, Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"John Cameron, Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Joel Coen, Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Ethan Coen, Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Bob DeLaurentis, Co-Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Matt Wolpert, Co-Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Ben Nedivi, Co-Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Steve Blackman, Co-Executive Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Monica Beletsky, Supervising Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Kim Todd, Supervising Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Leslie Cowan, Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Chad Oakes, Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Mike Frislev, Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Regis Kimble, Producer",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2017
Outstanding Limited Series - 2017,"Ryan Murphy, Executive Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Dede Gardner, Executive Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Tim Minear, Executive Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Alexis Martin Woodall, Executive Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Chip Vucelich, Co-Executive Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"John J. Gray, Supervising Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Jaffe Cohen, Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Renee Tab, Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Michael Zam, Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Jessica Lange, Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Susan Sarandon, Producer",Nominee,FEUD: Bette And Joan,FX Networks,Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Ron Howard, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Brian Grazer, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Francie Calfo, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Gigi Pritzker, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Rachel Shane, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Sam Sokolow, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Ken Biller, Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Noah Pink, Co-Executive Producer",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Robert M. Williams, Jr., Produced by",Nominee,Genius,National Geographic,Imagine Television and Fox 21 Television Studios,2017
Outstanding Limited Series - 2017,"Steven Zaillian, Executive Producer",Nominee,The Night Of,HBO,"HBO Entertainment in association with BBC, Bad Wolf Productions and Film Rites",2017
Outstanding Limited Series - 2017,"Richard Price, Executive Producer",Nominee,The Night Of,HBO,"HBO Entertainment in association with BBC, Bad Wolf Productions and Film Rites",2017
Outstanding Limited Series - 2017,"Jane Tranter, Executive Producer",Nominee,The Night Of,HBO,"HBO Entertainment in association with BBC, Bad Wolf Productions and Film Rites",2017
Outstanding Limited Series - 2017,"Garrett Basch, Co-Executive Producer",Nominee,The Night Of,HBO,"HBO Entertainment in association with BBC, Bad Wolf Productions and Film Rites",2017
Outstanding Limited Series - 2017,"Scott Ferguson, Produced by",Nominee,The Night Of,HBO,"HBO Entertainment in association with BBC, Bad Wolf Productions and Film Rites",2017
Outstanding Television Movie - 2017,"Charlie Brooker, Executive Producer",Winner,Black Mirror: San Junipero,Netflix,House of Tomorrow,2017
Outstanding Television Movie - 2017,"Annabel Jones, Executive Producer",Winner,Black Mirror: San Junipero,Netflix,House of Tomorrow,2017
Outstanding Television Movie - 2017,"Laurie Borg, Producer",Winner,Black Mirror: San Junipero,Netflix,House of Tomorrow,2017
Outstanding Television Movie - 2017,"Sam Haskell, Executive Producer",Nominee,Dolly Parton's Christmas Of Many Colors: Circle Of Love,NBC,"Dixie Pixie Productions, Magnolia Hill Productions, Warner Bros. Television",2017
Outstanding Television Movie - 2017,"Dolly Parton, Executive Producer",Nominee,Dolly Parton's Christmas Of Many Colors: Circle Of Love,NBC,"Dixie Pixie Productions, Magnolia Hill Productions, Warner Bros. Television",2017
Outstanding Television Movie - 2017,"Pamela K. Long, Executive Producer",Nominee,Dolly Parton's Christmas Of Many Colors: Circle Of Love,NBC,"Dixie Pixie Productions, Magnolia Hill Productions, Warner Bros. Television",2017
Outstanding Television Movie - 2017,"Hudson Hickman, Produced by",Nominee,Dolly Parton's Christmas Of Many Colors: Circle Of Love,NBC,"Dixie Pixie Productions, Magnolia Hill Productions, Warner Bros. Television",2017
Outstanding Television Movie - 2017,"Oprah Winfrey, Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Carla Gardini, Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Alan Ball, Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Peter Macdissi, Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Lydia Dean Pilcher, Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Rebecca Skloot, Co-Executive Producer",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Kathryn Dean, Produced by",Nominee,The Immortal Life Of Henrietta Lacks,HBO,HBO Films in association with Your Face Goes Here Entertainment and Harpo Films,2017
Outstanding Television Movie - 2017,"Mark Gatiss, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Steven Moffat, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Beryl Vertue, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Sue Vertue, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Rebecca Eaton, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Bethan Jones, Executive Producer",Nominee,Sherlock: The Lying Detective (Masterpiece),PBS,Hartswood Films in co-production with Masterpiece,2017
Outstanding Television Movie - 2017,"Jane Rosenthal, Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Robert De Niro, Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Berry Welsh, Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Barry Levinson, Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Tom Fontana, Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Jason Sosnoff, Co-Executive Producer",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Television Movie - 2017,"Joseph E. Iberti, Produced by",Nominee,The Wizard Of Lies,HBO,HBO Films in association with Tribeca Productions and Levinson/Fontana Productions,2017
Outstanding Variety Talk Series - 2017,"Samantha Bee, Executive Producer/Host",Nominee,Full Frontal With Samantha Bee,TBS,Jax Media,2017
Outstanding Variety Talk Series - 2017,"Jo Miller, Executive Producer",Nominee,Full Frontal With Samantha Bee,TBS,Jax Media,2017
Outstanding Variety Talk Series - 2017,"Jason Jones, Executive Producer",Nominee,Full Frontal With Samantha Bee,TBS,Jax Media,2017
Outstanding Variety Talk Series - 2017,"Tony Hernandez, Executive Producer",Nominee,Full Frontal With Samantha Bee,TBS,Jax Media,2017
