"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910012","","294068","","0","","294068","09/24/2010","10/01/2009","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","INFECTIOUS DISEASE CLINICAL RESEARCH PROGRAM SOFT SKIN TISSUE INFECTION PREVENTION"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010008","","1138805","","0","","1138805","09/24/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PRE HOSPITAL CASUALTY CARE NEW APPROACHES TO THE IN FIELD END ROUTE TREATMENT OF HEMORRHAGE, HEMORRHAGIC SHOCK TRAUMATIC BRAIN INJURY POLYTRAUMA"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010810007","","40000","","0","","40000","09/22/2010","09/01/2008","08/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DESIGN AND DISCOVERY OF NOVEL ARTHROPOD REPELLENTS, ATTRACTANTS AND TOXICANTS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010003","","1615347","","0","","1615347","09/22/2010","04/01/2010","03/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","REGENERATIVE MEDICINE STRATEGIES FOR WOUND CARE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS02","","125158","","0","","125158","08/24/2010","05/01/2010","06/30/2013","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","COMPARATIVE RESUCITATION MEASURES FOR DRUG TOXICITIES UTILIZING LIPID EMULSIONS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001091TS09","","14388","","0","","14388","08/24/2010","07/01/2009","06/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PHARMACOKINETICS OF IM IV AND IO ATROPINE IN NORMOVOLEMIC AND HYPOVLEMIC SWINE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710004   05","","1220234","","0","","1220234","08/24/2010","03/01/2007","06/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","VACCINE DEVELOPMENT STRATEGIES AGAINST ENTERIC BACTERIAL PATHOGENS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910005   01","","710960","","0","","710960","08/20/2010","07/01/2009","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DTRA MEDICAL CHEMICAL AND BIOLOGICAL SCIENCE AND TECHNOLOGY PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910002   04","","755708","","0","","755708","08/13/2010","06/01/2009","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","THE ROLD OF RUPLIATION PROTEIN A (RPA) IN IONIZING RADIATION INDUCED MAMMALLAN CELL SURVIVAL AND APOPTOSIS (SSLEEC)"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001091TS12","","157435","","0","","157435","08/10/2010","08/01/2009","07/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","THE EFFECTS OF HEMOSTATIC AGENTS AND HYPOTHERMIA ON HEMORRHAGE CONTROL IN A PORCINE MODEL"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010410004   15","","120000","","0","","120000","08/10/2010","07/01/2004","08/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CENTER FOR DISASTER AND HUMANITARIAN ASSISTANCE MEDICINE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910007","","80000","","0","","80000","08/05/2010","09/01/2009","05/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PRESCRIPTION DRUG MISUSE EDUCATIONAL INTERVENTION"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710005","","247807","","0","","247807","08/04/2010","05/01/2007","05/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","FAMILY VIOLENCE AND TRAUMA PROJECT III"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010910001","","3692590","","0","","3692590","07/28/2010","02/01/2009","05/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CENTER FOR THE STUDY OF TRAUMATIC STRESS (CSTS) PROGRAM GRANT"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010720008","","392543","","0","","392543","07/23/2010","07/01/2007","07/31/2011","cooperative agreement  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","BLAST LETHALITY AND INJURY PROGRAM (BLIP)"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710002   17","","206550","","0","","206550","07/21/2010","11/01/2006","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DTRA MEDICAL CHEMICAL AND BIOLOGICAL SCIENCE AND TECHNOLOGY PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001081TS15","","81571","","0","","81571","07/20/2010","07/01/2008","06/30/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CLINICAL KNOWLEDGE DEVELOPMENT CONTINUITY OF CARE FOR WAR INJURED SERVICE MEMBERS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001091TS01   08","","27281","","0","","27281","07/16/2010","05/01/2009","04/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PSYCHOMETRIC EVALUATION OF A TRIAGE DECISION MAKING INVENTORY"
"12.607","SAI NOT AVAILABLE","MONTGOMERY, COUNTY OF","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208502540","Government codes: county government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010049   0001","","106530","","0","","106530","08/09/2010","04/01/2009","12/31/2010","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","MARYLAND","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF NATIONAL NAVA"
"12.910","SAI NOT AVAILABLE","MASSACHUSETTS INSTITUTE OF TEC","11000","CAMBRIDGE","017","MIDDLESEX COUNTY","MASSACHUSETTS","021394301","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","FA87500620189   0007","","2000","","0","","2000","09/14/2010","07/05/2006","10/30/2010","cooperative agreement  (B)","action-by-action reporting","","","2511000","MASSACHUSETTS","CAMBRIDGE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MASSACHUSETTS","COLLABORATIVE LEARNING FOR SECURITY & REPAIR IN APPLICATION COMMUNITIES"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF M","03000","ANN ARBOR","161","WASHTENAW COUNTY","MICHIGAN","481091340","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95500510416   0011","","120000","","0","","120000","09/28/2010","09/30/2010","03/31/2012","project grant  (B)","action-by-action reporting","","","2603000","MICHIGAN","ANN ARBOR","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","MICHIGAN","TAS::57 3600::TAS "(MURI - 05) HYPERSPECTRAL AND EXTREME LIGHT DIAGNOSTICS FOR DEFENSE-CRITICAL ADVANCED MATERIALS PROCESSES"
"12.607","SAI NOT AVAILABLE","ECONOMIC COUNCIL OF ST LOUIS C","65000","ST. LOUIS","510","ST LOUIS","MISSOURI","631051727","Private: all other","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810108   0000","-","4976","","0","-","4976","09/22/2010","11/01/2008","09/22/2010","project grant  (B)","action-by-action reporting","","","2965000","MISSOURI","ST. LOUIS","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","MISSOURI","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO FOUR CLOSURE AND REALIGNMENT ACT"
"12.910","SAI NOT AVAILABLE","CELGENE CORPORATION","71430","SUMMIT","039","UNION COUNTY","NEW JERSEY","070590705","Private: profit organization","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA95500810392   0005","","63475","","0","","63475","09/28/2010","04/01/2010","03/31/2011","project grant  (B)","action-by-action reporting","","","3471430","NEW JERSEY","SUMMIT","RESEARCH AND TECHNOLOGY DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","TAS::97 3600::TAS "LARGE-SCALE HUMAN PLACENTA PROGENITOR CELL-DERIVED ERYTHROCYTE PRODUCTION - CONTINUOUS RED BLOOD CELL PRODUCTION""
"12.630","SAI NOT AVAILABLE","HYCRETE INC","10480","CARLSTADT","003","BERGEN COUNTY","NEW JERSEY","070722810","Private: small business","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020005   0002","","250000","","0","","250000","08/18/2010","03/15/2010","03/15/2012","cooperative agreement  (B)","action-by-action reporting","","","3410480","NEW JERSEY","CARLSTADT","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","NEW JERSEY","HYDROPHOBIC ADMIXTURES TO IMPROVE PERFORMANCE OF CONCRETE MATERIALS..."
"12.630","SAI NOT AVAILABLE","COVANTA RENEWABLE FUELS LLC","22410","FAIRFIELD","025","MONMOUTH COUNTY","NEW JERSEY","070041012","Private: profit organization","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020024   0003","","2070755","","0","","2070755","08/05/2010","07/17/2009","12/31/2011","cooperative agreement  (B)","action-by-action reporting","","","3422410","NEW JERSEY","FAIRFIELD","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","NEW JERSEY","CONVERSION OF MUNICIPAL SOLID WASTE TO RENEWABLE DIESEL FUEL"
"12.607","SAI NOT AVAILABLE","DEVELOPMENT AUTHORITY OF THE N","78608","WATERTOWN","045","JEFFERSON COUNTY","NEW YORK","136013768","Private: all other","new assistance action","23","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010094","","257750","","0","","257750","09/17/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","3678608","NEW YORK","WATERTOWN","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","NEW YORK","GROWTH (GR) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO MISSION EXPANSION AT FORT DRUM, NY."
"12.607","SAI NOT AVAILABLE","NIAGARA, TOWN OF","51033","NIAGARA TOWN","063","NIAGARA COUNTY","NEW YORK","143053526","Government codes: city or township government","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010070","","355790","","0","","355790","07/14/2010","07/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","3651033","NEW YORK","NIAGARA TOWN","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","NEW YORK","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF THE NIAGARA FALLS U.S"
