pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,sy_dist
TOI-5788 b,TOI-5788,1.528,3.72,6.340758,0.064,910.0,5615.0,0.87,0.87,Transit,2026.0,97.614
TOI-5788 c,TOI-5788,2.272,6.4,16.213362,0.1197,667.0,5615.0,0.87,0.87,Transit,2026.0,97.614
TOI-4495 c,TOI-4495,4.03,23.2,5.18553,0.06323,1365.0,6210.0,1.309,1.247,Transit,2024.0,132.214
Kepler-326 c,Kepler-326,1.4,17.4,4.580358,0.051,889.0,5105.0,0.801,0.91,Transit,2014.0,487.675
WASP-5 b,WASP-5,12.184,502.15,1.6284279,0.0267,1706.0,5700.0,1.029,0.96,Transit,2008.0,309.137
HD 48265 b,HD 48265,12.6,2351.9302118,778.51,1.814,,5733.0,1.901,1.312,Radial Velocity,2008.0,90.5446
WASP-100 b,WASP-100,14.90797,400.4658,2.84938,0.04574,2190.0,6900.0,1.57,0.77,Transit,2014.0,364.411
GJ 887 b,GJ 887,1.8,,9.2619,0.0683,426.0,3688.0,0.468,0.495,Radial Velocity,2020.0,3.28679
GJ 887 c,GJ 887,2.43,,21.784,0.121,320.0,3688.0,0.468,0.495,Radial Velocity,2020.0,3.28679
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,14.1,181.16219199,,3.49,,,,0.52,Microlensing,2022.0,7730.0
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,12.6,2447.2787339,,0.79,,,,0.09,Microlensing,2021.0,7010.0
Kepler-132 b,Kepler-132,1.21,,6.178196,0.067,1082.0,6003.0,1.178,0.929,Transit,2014.0,349.549
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,13.0,1207.7479466,,2.53,,,,0.46,Microlensing,2024.0,6030.0
MOA-bin-29 b,MOA-bin-29,14.1,190.0,,0.48,,,,0.03,Microlensing,2019.0,7120.0
2MASS J21252752-8138278 b,2MASS J21252752-8138278,12.4,3813.940884,,7493.0,1616.0,3592.0,0.672832,0.643977,Imaging,2024.0,34.1154
Kepler-707 b,Kepler-707,1.33,,2.237492751,0.0325,1160.0,5099.0,0.76,0.8,Transit,2016.0,591.776
Kepler-262 b,Kepler-262,1.36,,13.060855,0.108,734.0,5841.0,0.881,0.816,Transit,2014.0,613.129
Kepler-265 c,Kepler-265,2.63,,17.028937,0.127,755.0,5835.0,1.103,0.97,Transit,2014.0,1280.25
HD 18143 b,HD 18143,3.28,,10.2851,0.088,,5078.0,0.87,0.85,Radial Velocity,2022.0,22.5243
Kepler-1572 b,Kepler-1572,0.94,,5.49548621,0.05838,1293.0,5618.0,0.95,0.97,Transit,2016.0,946.602
Kepler-352 c,Kepler-352,1.24,,16.332995,0.118,591.0,5212.0,0.781,0.798,Transit,2014.0,252.733
Kepler-278 c,Kepler-278,3.268,34.9,51.111,0.287,492.0,4965.0,2.861,1.227,Transit,2014.0,443.03
WASP-157 b,WASP-157,11.19,182.43442,3.951623,0.0499,1193.0,5772.0,1.1,1.06,Transit,2016.0,334.037
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,7.04,39.410722468,,2.31,,,,0.47,Microlensing,2024.0,7070.0
WISPIT 2 c,WISPIT 2,17.93436912,3178.28407,,14.0,2050.0,4530.0,1.3,1.08,Imaging,2026.0,134.907
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,13.0,1250.0,,2.63,,,,0.5,Microlensing,2020.0,6440.0
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2.22,5.56,,3.09,,,,0.47,Microlensing,2022.0,4150.0
Kepler-400 c,Kepler-400,1.49,,17.340824,0.134,755.0,5886.0,1.145,1.08,Transit,2014.0,845.97
TOI-3288 b,TOI-3288,12.24020692,536.176522609,1.4338647,0.02285,973.0,4072.0,0.672,0.643,Transit,2025.0,200.5
K2-222 b,K2-222,2.275,7.5,15.3889274,0.1186,803.0,5942.0,1.072,0.94,Transit,2018.0,101.321
Kepler-1683 b,Kepler-1683,1.87477762,,15.0337,0.1182,669.0,5429.0,0.900327,0.95,Transit,2020.0,733.143
Kepler-1634 b,Kepler-1634,3.19,,374.876239,1.0525,282.0,5474.0,0.89,0.92,Transit,2016.0,617.339
Kepler-122 b,Kepler-122,2.34,,5.766193,0.064,1159.0,6050.0,1.216,0.982,Transit,2014.0,1027.45
HD 202772 A b,HD 202772 A,18.2370116,323.549318326,3.3088775,0.05208,2181.0,6442.0,2.554,1.721,Transit,2019.0,161.498
HD 89839 b,HD 89839,12.8,1748.0562385,3391.2,4.713,,6314.0,1.28588,1.21,Radial Velocity,2023.0,57.3063
HD 181433 d,HD 181433,13.2,858.1366989,6896.1,6.74,,4918.0,0.79,0.86,Radial Velocity,2008.0,26.8762
TOI-2094 b,TOI-2094,1.9,,18.793193,0.136,276.0,3435.0,0.384,0.425,Transit,2026.0,50.0248
TOI-5916 b,TOI-5916,11.35469745,226.611654191,2.367128,0.0262,683.0,3613.0,0.48,0.477,Transit,2026.0,199.724
TOI-5292 A b,TOI-5292 A,12.64373023,412.859100693,2.02191,0.0279,809.0,3919.0,0.611,0.596,Transit,2026.0,337.095
Kepler-271 d,Kepler-271,0.66,,5.24972541,0.05554,954.0,5555.0,0.87,0.9,Transit,2016.0,404.542
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,12.8,1875.1876013,,2.09,,,,0.63,Microlensing,2024.0,7690.0
GJ 273 c,GJ 273,1.06,,4.7234,0.036467,,3382.0,0.293,0.29,Radial Velocity,2017.0,5.921535
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,14.3,143.02278315,,2.43,,,,0.36,Microlensing,2022.0,6090.0
Kepler-446 c,Kepler-446,1.11,,3.036179,0.0283,520.0,3359.0,0.24,0.22,Transit,2015.0,96.339
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,13.8,343.25467956,,1.41,,,,0.17,Microlensing,2024.0,6980.0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,14.2,170.0,,2.42,,,,0.58,Microlensing,2018.0,3500.0
HD 22532 b,HD 22532,13.4,,872.6,1.9,,5038.0,5.69,1.57,Radial Velocity,2022.0,161.183
Kepler-235 c,Kepler-235,1.28,,7.824904,0.065,555.0,4255.0,0.554,0.581,Transit,2014.0,428.018
HD 2039 b,HD 2039,12.7,,1120.0,2.2,,5945.0,1.19,1.23,Radial Velocity,2002.0,85.6922
TIC 87422071 b,TIC 87422071,10.8615023,409.99864503,11.364929,0.106,1110.0,6150.0,1.489,1.239,Transit,2026.0,384.758
Kepler-697 b,Kepler-697,4.13,,3.709870645,0.0471,1151.0,5513.0,0.88,0.92,Transit,2016.0,1277.33
Kepler-99 b,Kepler-99,1.48,6.15,4.60358,0.05071,810.0,4782.0,0.73,0.79,Transit,2014.0,208.369
Kepler-1835 b,Kepler-1835,3.53387773,,11.96409988,0.0997,808.0,5903.0,0.961,0.922,Transit,2021.0,1404.38
Kepler-1555 b,Kepler-1555,1.61,,8.10501635,0.0805,959.0,5866.0,1.06,1.04,Transit,2016.0,2013.27
Kepler-783 c,Kepler-783,2.33153725,,7.05395,0.06903,840.0,5411.49,0.872088,0.94,Transit,2020.0,516.09
HD 38529 c,HD 38529,12.5,3299.05886466,2127.60566,3.226,,5697.0,2.857838,0.98,Radial Velocity,2000.0,42.3538
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,12.9,111.0,,0.763,,,,0.094,Microlensing,2019.0,967.0
K2-247 c,K2-247,2.19,,6.49424,0.0615,688.0,4667.0,0.69,0.74,Transit,2018.0,258.113
TOI-904 b,TOI-904,2.426,,10.8772,0.056,429.43,3770.2,0.527,0.557,Transit,2023.0,46.0891
TOI-904 c,TOI-904,2.167,,83.9997,0.312,217.26,3770.2,0.527,0.557,Transit,2023.0,46.0891
TIC 245076932 b,TIC 245076932,10.87271128,162.09248757,21.61389,0.157,845.0,6130.0,1.288,1.117,Transit,2026.0,303.96
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,8.59,55.3,,1.5,,,,0.4,Microlensing,2018.0,6400.0
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,12.9,1450.0,,1.08,,,,0.039,Microlensing,2018.0,6260.0
PSR B1620-26 b,PSR B1620-26,13.3,794.575,,23.0,,,,1.35,Pulsar Timing,2003.0,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,10.7,80.0,2557.0,2.59,,,,0.41,Microlensing,2016.0,2760.0
Kepler-1851 b,Kepler-1851,3.90012032,,12.02289963,0.1016,776.0,5982.0,0.879,0.967,Transit,2021.0,1589.81
Kepler-1104 b,Kepler-1104,1.23,,5.03728015,0.06321,1321.0,6417.0,1.41,1.3,Transit,2016.0,530.658
HD 217107 b,HD 217107,13.6,459.579876522,7.1270166,0.07359,,5622.0,1.2245,1.045,Radial Velocity,1998.0,20.0619
Kepler-1901 b,Kepler-1901,1.47418907,,3.484129906,0.0453,1132.0,5696.0,0.921,1.022,Transit,2021.0,1028.37
Kepler-860 b,Kepler-860,3.24,,5.101379454,0.058,1050.0,5836.0,1.06,1.04,Transit,2016.0,1056.36
HD 33142 c,HD 33142,13.9,,810.2,1.955,,5025.4,4.17,1.52,Radial Velocity,2016.0,121.375
TOI-519 b,TOI-519,11.54525012,147.154552441,1.2652328,0.0159,687.0,3322.0,0.35,0.335,Transit,2021.0,115.557
Kepler-62 c,Kepler-62,0.54,4.0,12.4417,0.0929,578.0,4925.0,0.64,0.69,Transit,2013.0,300.874
GJ 357 d,GJ 357,2.34,,55.661,0.204,219.6,3505.0,0.337,0.342,Radial Velocity,2019.0,9.44181
TOI-406.01,TOI-406,2.08,6.57,13.175682,0.0809,368.0,3392.0,0.41,0.408,Transit,2024.0,31.0597
Kepler-1604 b,Kepler-1604,1.41,,0.683684256,0.01406,2023.0,4976.0,0.76,0.81,Transit,2016.0,541.189
Kepler-804 b,Kepler-804,1.94,,14.37457351,0.11287,779.0,5817.0,1.05,1.01,Transit,2016.0,649.65
HD 39194 d,HD 39194,2.12,,33.874,0.1949,,5205.0,0.783742,0.86,Radial Velocity,2021.0,26.4131
WASP-107 b,WASP-107,10.53646,30.511527072,5.7214876,0.055,736.0,4425.0,0.657,0.683,Transit,2017.0,64.7414
TOI-1080 b,TOI-1080,1.2,10.7,3.9652482,0.0272,368.0,3065.0,0.2019,0.1667,Transit,2026.0,25.559
WASP-107 c,WASP-107,13.0,,1066.0,,,4425.0,0.657,0.683,Radial Velocity,2020.0,64.7414
TOI-2076 b,TOI-2076,2.59,6.7,10.35504,0.08781,736.0,5187.0,0.758,0.849,Transit,2021.0,41.9091
HIP 99770 b,HIP 99770,12.2,5403.082919,18600.0,15.8,,8000.0,1.93986,1.9,Imaging,2023.0,40.0765
TOI-2076 c,TOI-2076,3.54,7.2,21.01447,0.1407,581.0,5187.0,0.758,0.849,Transit,2021.0,41.9091
K2-79 b,K2-79,4.15,5.9,10.995039,0.0987,1033.0,5897.0,1.269,1.06,Transit,2016.0,256.011
TOI-4342 b,TOI-4342,2.329,7.3,5.5382592,0.0519,639.0,3866.0,0.598,0.587,Transit,2023.0,61.5204
TOI-4342 c,TOI-4342,2.349,4.8,10.688662,0.0804,514.0,3866.0,0.598,0.587,Transit,2023.0,61.5204
TOI-1135 b,TOI-1135,9.91994792,58.798255295,8.0277327,0.0815,1171.0,6320.0,1.202,1.119,Transit,2024.0,114.048
K2-19 d,K2-19,1.044,6.2,2.50827,0.03478,1258.0,5350.0,0.824,0.892,Transit,2016.0,289.827
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,6.9,38.13940884,,0.72,,,,0.08,Microlensing,2022.0,7680.0
Kepler-203 d,Kepler-203,1.44,33.9,11.32972,0.1,855.0,5821.0,1.114,1.06,Transit,2014.0,703.302
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,13.6,120.77479466,,2.89,,,,0.57,Microlensing,2022.0,6280.0
GJ 433 c,GJ 433,6.27,,5094.105,4.819,,3461.0,0.5,0.48,Radial Velocity,2014.0,9.06456
TOI-201 b,TOI-201,11.4,164.0,52.9786,0.303,759.0,6423.0,1.31,1.32,Transit,2021.0,113.825
Kepler-1221 b,Kepler-1221,1.88,,12.00096042,0.0906,632.0,5194.0,0.82,0.87,Transit,2016.0,913.65
TOI-2076 d,TOI-2076,3.27,7.3,35.12803,0.1982,490.0,5187.0,0.758,0.849,Transit,2021.0,41.9091
TOI-672 b,TOI-672,5.31,50.9,3.633581,0.0376,699.5,3810.0,0.54,0.54,Transit,2023.0,66.9071
K2-111 b,K2-111,1.837,5.35,5.3518963,0.0565,1293.0,5775.0,1.25,0.84,Transit,2017.0,200.394
HD 181433 b,HD 181433,,1708.645516032,9.3745,0.0828,,4918.0,0.79,0.86,Radial Velocity,2008.0,26.8762
Kepler-920 c,Kepler-920,3.8,,100.8274113,0.4029,364.0,5403.0,0.85,0.89,Transit,2016.0,1001.68
Kepler-750 b,Kepler-750,3.07,,9.42887179,0.08742,1163.0,6160.0,1.23,1.15,Transit,2016.0,1296.02
Kepler-955 b,Kepler-955,3.13,,14.53244172,0.1083,664.0,5350.0,0.84,0.89,Transit,2016.0,550.383
TOI-2529 b,TOI-2529,11.54525012,743.71847238,64.5949,0.327,636.0,5802.0,1.7,1.11,Transit,2024.0,296.271
Kepler-1943 b,Kepler-1943,1.54869189,,4.850180149,0.05975,1098.0,6032.0,0.973,1.055,Transit,2021.0,1004.55
TYC 8998-760-1 b,TYC 8998-760-1,12.1,6928.6592726,,146.0,,4573.0,0.953811,1.0,Imaging,2020.0,94.6177
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,12.1,6674.396547,,0.9,,,,0.13,Microlensing,2023.0,6920.0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,13.9,280.0,,1.89,,,,0.211,Microlensing,2015.0,4380.0
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,12.9,1500.0,5480.0,5.0,,5912.0,,1.0,Microlensing,2019.0,3200.0
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,13.4,664.26137063,,2.14,,,,0.46,Microlensing,2021.0,7040.0
Kepler-651 b,Kepler-651,2.37,,21.38521506,0.14078,574.0,5522.0,0.87,0.92,Transit,2016.0,509.408
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,13.9,282.86728223,,1.75,,,,0.72,Microlensing,2022.0,6620.0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,14.1,206.58846455,,3.48,,,,0.9,Microlensing,2015.0,3500.0
HD 331093 b,HD 331093,13.6,,621.62,1.44,,5544.0,1.1112,1.03,Radial Velocity,2021.0,50.1928
Kepler-1879 b,Kepler-1879,2.06512018,,10.61340046,0.0957,987.0,5865.0,1.388,1.023,Transit,2021.0,627.171
TOI-815 b,TOI-815,2.94,7.6,11.197259,0.0903,686.0,4869.0,0.77,0.776,Transit,2024.0,59.7117
OGLE-TR-182 b,OGLE-TR-182,12.666,320.995,3.9791,0.051,1550.0,5924.0,1.14,1.14,Transit,2007.0,2501.75
Kepler-364 c,Kepler-364,2.15,,59.980627,0.312,568.0,6108.0,1.284,1.076,Transit,2014.0,891.462
Kepler-828 b,Kepler-828,1.51,,0.567857136,0.01228,1848.0,5039.0,0.77,0.81,Transit,2016.0,575.322
Kepler-229 b,Kepler-229,2.2,,6.252972,0.062,823.0,5120.0,0.728,0.808,Transit,2014.0,826.265
Kepler-1689 b,Kepler-1689,0.94678642,,8.483,0.0784,879.0,5731.43,0.996208,1.023,Transit,2020.0,294.122
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,12.3,101.70509024,,2.72,,,,0.25,Microlensing,2021.0,7060.0
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1.38,2.48,,3.4,,,,0.61,Microlensing,2021.0,6800.0
Kepler-29 b,Kepler-29,2.55,5.0,10.33974,0.08482,777.0,5378.0,0.732,0.761,Transit,2011.0,832.532
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,12.5,3248.20631954,,2.77,,,,0.92,Microlensing,2022.0,4400.0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,14.0,232.01473711,,1.9,,,,0.48,Microlensing,2022.0,6900.0
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,11.9,8657.64580668,,0.85,,,,0.09,Microlensing,2025.0,7210.0
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,9.05,60.38739733,,1.7,,,,0.3,Microlensing,2022.0,6600.0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,13.2,890.0,,1.39,,,,0.29,Microlensing,2017.0,6500.0
HD 179949 b,HD 179949,13.9,,3.092514,0.0443,,6168.0,1.266865,1.21,Radial Velocity,2000.0,27.4573
Kepler-629 b,Kepler-629,1.38,,7.2385854,0.07107,816.0,5444.0,0.84,0.93,Transit,2016.0,372.05
Kepler-1384 b,Kepler-1384,1.94,,15.36262753,0.1126,608.0,4919.0,0.74,0.78,Transit,2016.0,618.0
Kepler-847 b,Kepler-847,1.18,,2.343231895,0.0315,1054.0,4940.0,0.77,0.83,Transit,2016.0,513.103
NGTS-27 b,NGTS-27,15.64773706,188.472245351,3.3704181,0.0446,1783.0,5700.0,1.77,1.07,Transit,2024.0,942.122
Kepler-1262 b,Kepler-1262,1.82,,8.67900242,0.083,949.0,5771.0,0.98,0.99,Transit,2016.0,1054.87
Kepler-764 b,Kepler-764,1.64,,7.33683936,0.0724,875.0,5557.0,0.89,0.92,Transit,2016.0,1047.84
Kepler-782 b,Kepler-782,3.21,,158.6853308,0.54494,350.0,5867.0,1.01,0.98,Transit,2016.0,446.844
Kepler-824 b,Kepler-824,1.87,,4.51436633,0.055,1231.0,6035.0,1.22,1.15,Transit,2016.0,1201.4
HD 60532 b,HD 60532,13.8,,201.9,0.77,,6245.0,2.57,1.5,Radial Velocity,2008.0,25.9716
HD 60532 c,HD 60532,13.3,,600.1,1.6,,6245.0,2.57,1.5,Radial Velocity,2008.0,25.9716
Kepler-743 b,Kepler-743,1.21,,3.179262921,0.04166,1101.0,5486.0,0.85,0.94,Transit,2016.0,278.987
Kepler-821 b,Kepler-821,1.31,,1.92279873,0.029,1215.0,5191.0,0.8,0.84,Transit,2016.0,614.571
TOI-4633 c,TOI-4633,3.2,123.0,271.9445,0.847,268.57,5800.0,1.05,1.1,Transit,2024.0,95.2016
K2-19 c,K2-19,4.1,11.0,11.906,0.0982,679.0,5322.0,0.82,0.88,Transit,2015.0,289.827
K2-19 b,K2-19,7.0,30.8,7.9193,0.07487,857.0,5322.0,0.82,0.88,Transit,2015.0,289.827
Kepler-749 b,Kepler-749,3.1,,17.31716585,0.1054,454.0,5009.0,0.75,0.79,Transit,2016.0,721.027
Kepler-820 b,Kepler-820,6.09,,127.8338098,0.56004,554.0,6260.0,1.36,1.23,Transit,2016.0,1387.2
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,14.0,230.0,,0.73,,,,0.1,Microlensing,2016.0,8200.0
Kepler-56 d,Kepler-56,12.8,,1002.0,2.16,,4819.44,4.21799,1.29,Radial Velocity,2016.0,912.994
Kepler-755 b,Kepler-755,1.76,,1.269090374,0.02156,1331.0,5043.0,0.77,0.82,Transit,2016.0,399.034
Kepler-816 b,Kepler-816,10.24,,10.506825646,0.0895,668.0,5286.0,0.85,0.9,Transit,2016.0,983.697
Kepler-791 b,Kepler-791,3.05,,14.5539759,0.1256,939.0,6383.0,1.47,1.3,Transit,2016.0,1266.34
Kepler-793 b,Kepler-793,1.37,,4.24153639,0.0491,1177.0,5745.0,0.97,0.98,Transit,2016.0,985.699
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,6.56,35.0,,2.6,,,,0.57,Microlensing,2016.0,2600.0
HD 42618 b,HD 42618,3.89,,149.61,0.554,337.0,5727.0,0.999,1.015,Radial Velocity,2016.0,24.3358
Kepler-757 b,Kepler-757,1.36,,1.022678821,0.019,1734.0,6014.0,1.13,1.08,Transit,2016.0,1068.68
Kepler-759 b,Kepler-759,2.27,,41.805985,0.2329,533.0,5860.0,1.04,1.04,Transit,2016.0,1073.48
Kepler-815 b,Kepler-815,4.11,,8.57503552,0.09473,1374.0,5028.0,3.42,1.25,Transit,2016.0,1259.28
Kepler-790 b,Kepler-790,2.18,,13.73469807,0.101,634.0,5208.0,0.8,0.84,Transit,2016.0,703.168
Kepler-787 b,Kepler-787,1.28,,0.928310498,0.0159,1115.0,4248.0,0.62,0.65,Transit,2016.0,503.568
TYC 3667-1280-1 b,TYC 3667-1280-1,12.8,,26.468,0.21,1350.0,5130.0,6.26,1.87,Radial Velocity,2016.0,477.516
Kepler-26 b,Kepler-26,2.78,5.12,12.28,0.08551,431.0,3914.0,0.512,0.544,Transit,2011.0,335.307
Kepler-760 b,Kepler-760,3.06,,8.70419416,0.08087,748.0,5322.0,0.85,0.89,Transit,2016.0,792.336
Kepler-502 b,Kepler-502,4.77,,4.28686431,0.0535,1217.0,6125.0,1.22,1.15,Transit,2016.0,1591.04
Kepler-812 b,Kepler-812,3.55,,10.11716531,0.1024,1163.0,6761.0,1.71,1.45,Transit,2016.0,1482.74
Kepler-811 b,Kepler-811,2.7,,23.58447697,0.15911,730.0,5747.0,1.24,1.01,Transit,2016.0,985.041
Kepler-484 b,Kepler-484,2.28,,10.045569313,0.09036,766.0,5668.0,0.87,0.96,Transit,2016.0,382.136
Kepler-26 c,Kepler-26,2.72,6.2,17.2559,0.10725,385.0,3914.0,0.512,0.544,Transit,2011.0,335.307
Kepler-474 b,Kepler-474,3.06,,5.660672935,0.06092,1115.0,5785.0,1.08,0.99,Transit,2016.0,841.496
Kepler-768 b,Kepler-768,1.79,,11.3910025,0.092,618.0,5108.0,0.78,0.82,Transit,2016.0,784.56
Kepler-810 b,Kepler-810,1.93,,4.59725385,0.055,1105.0,5803.0,1.04,1.03,Transit,2016.0,1458.59
Kepler-827 b,Kepler-827,5.63,,51.92927591,0.2742,574.0,5602.0,0.91,0.93,Transit,2016.0,2046.68
Kepler-458 c,KIC 9663113,4.2,,20.74028413,0.17012,798.0,6117.21,2.21562,1.15,Transit,2016.0,1594.74
Kepler-307 c,Kepler-307,2.2,3.64,13.0729,0.10896,739.0,5367.0,0.814,0.907,Transit,2013.0,575.581
Kepler-500 b,Kepler-500,2.58,,8.508324398,0.08361,909.0,5813.0,1.03,1.02,Transit,2016.0,807.48
Kepler-806 b,Kepler-806,1.14,,8.09219642,0.07684,1089.0,5770.0,1.16,0.99,Transit,2016.0,361.896
Kepler-831 b,Kepler-831,1.27,,5.62153941,0.05984,992.0,5732.0,0.97,0.99,Transit,2016.0,593.54
Kepler-779 b,Kepler-779,0.92,,7.09714223,0.0533,425.0,3804.0,0.44,0.46,Transit,2016.0,283.155
Kepler-803 b,Kepler-803,3.79,,50.28638192,0.26721,543.0,5919.0,1.12,1.05,Transit,2016.0,639.771
Kepler-802 b,Kepler-802,3.54,,40.0587473,0.2265,489.0,5507.0,0.9,0.93,Transit,2016.0,780.585
Kepler-830 b,Kepler-830,1.7,,11.29695137,0.1033,907.0,6037.0,1.11,1.07,Transit,2016.0,1122.0
Kepler-829 b,Kepler-829,2.11,,6.88337562,0.0678,857.0,5698.0,0.97,0.98,Transit,2016.0,1073.76
Kepler-477 b,Kepler-477,2.07,,11.11990653,0.0911,649.0,5240.0,0.79,0.87,Transit,2016.0,367.0
Kepler-505 b,Kepler-505,2.6,,27.52197994,0.1445,314.0,3931.0,0.53,0.55,Transit,2016.0,283.41
Kepler-499 b,Kepler-499,2.17,,5.632528453,0.0598,844.0,5312.0,0.83,0.87,Transit,2016.0,556.726
HD 141399 b,HD 141399,14.3,,94.44,0.415,,5600.0,1.387236,1.07,Radial Velocity,2014.0,37.0169
HD 141399 c,HD 141399,13.6,,201.99,0.689,,5600.0,1.387236,1.07,Radial Velocity,2014.0,37.0169
Kepler-745 b,Kepler-745,2.16,,9.93143556,0.0915,931.0,5849.0,1.04,1.04,Transit,2016.0,1780.38
Kepler-848 b,Kepler-848,1.7,,6.91134416,0.07586,1086.0,5695.0,1.2,1.01,Transit,2016.0,1378.47
Kepler-794 b,Kepler-794,2.11,,11.13125132,0.10036,952.0,5839.0,1.38,1.19,Transit,2016.0,931.192
Kepler-796 b,Kepler-796,1.3,,6.40087618,0.07317,1109.0,5475.0,1.09,0.93,Transit,2016.0,817.584
HD 141399 e,HD 141399,14.1,,5000.0,5.0,,5600.0,1.387236,1.07,Radial Velocity,2014.0,37.0169
HD 108236 e,HD 108236,3.083,,19.590025,0.1367,636.0,5660.0,0.877,0.869,Transit,2020.0,64.5978
TOI-1233.01,HD 108236,2.539,,14.175685,0.1074,708.0,5660.0,0.877,0.869,Transit,2021.0,64.5978
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,12.3,4131.79,,84.0,,,,0.19,Imaging,2013.0,47.2
TOI-451 b,TOI-451,1.84,4.7,1.8587033,0.0274,1474.0,5490.0,0.85,0.93,Transit,2020.0,123.739
Kepler-753 b,Kepler-753,1.91,,5.747725012,0.054,641.0,4346.0,0.65,0.68,Transit,2016.0,274.767
Kepler-752 b,Kepler-752,2.81,,18.82747265,0.1353,632.0,5373.0,0.83,0.87,Transit,2016.0,1232.29
Kepler-846 b,Kepler-846,2.48,,19.80792185,0.1399,624.0,5579.0,0.91,0.94,Transit,2016.0,1127.12
Kepler-845 b,Kepler-845,2.04,,0.927859821,0.01668,1361.0,4913.0,0.75,0.79,Transit,2016.0,431.051
Kepler-771 b,Kepler-771,1.82,,8.73485836,0.0843,890.0,5906.0,1.05,1.03,Transit,2016.0,1393.85
Kepler-773 b,Kepler-773,1.43,,3.749100061,0.04682,1160.0,5850.0,1.01,1.04,Transit,2016.0,547.026
Kepler-844 b,Kepler-844,1.68,,2.613020856,0.0298,713.0,4128.0,0.57,0.59,Transit,2016.0,431.776
Kepler-843 b,Kepler-843,2.59,,2.053879821,0.0313,1523.0,5830.0,1.03,1.02,Transit,2016.0,1165.66
TOI-663 d,TOI-663,1.92,5.2,7.1027268,0.0576,482.0,3681.0,0.512,0.514,Transit,2024.0,64.2308
Kepler-767 b,Kepler-767,6.64,,161.5280101,0.5874,366.0,5694.0,0.94,0.96,Transit,2016.0,2251.03
Kepler-774 b,Kepler-774,3.17,,11.0895723,0.1082,1422.0,6403.0,2.42,1.57,Transit,2016.0,917.804
Kepler-841 b,Kepler-841,5.23,,124.4198398,0.479,416.0,5324.0,0.81,0.85,Transit,2016.0,998.961
Kepler-842 b,Kepler-842,1.6,,1.21956827,0.0204,1252.0,4848.0,0.73,0.78,Transit,2016.0,532.726
Kepler-839 b,Kepler-839,2.57,,37.8144514,0.2316,626.0,6058.0,1.31,1.22,Transit,2016.0,944.561
HD 133131 A b,HD 133131 A,13.6,,649.0,1.44,,5799.0,0.955014,0.95,Radial Velocity,2016.0,51.4736
Kepler-770 b,Kepler-770,2.3,,18.92540274,0.1694,1171.0,5598.0,0.92,0.94,Transit,2016.0,930.457
Kepler-769 b,Kepler-769,2.92,,7.42608998,0.0778,1037.0,6186.0,1.28,1.19,Transit,2016.0,1169.57
HD 133131 B b,HD 133131 B,13.3,,5769.0,6.15,,5805.0,0.989538,0.93,Radial Velocity,2016.0,51.2993
TOI-5082.01,TOI-5082,2.54811,,4.240122,0.051204842,1164.91,5670.0,0.93,0.99665,Transit,2024.0,43.1406
Kepler-744 b,Kepler-744,1.62,,12.06222443,0.09735,750.0,5594.0,0.93,0.94,Transit,2016.0,449.964
Kepler-765 b,Kepler-765,2.43,,27.6655226,0.1754,641.0,5901.0,1.06,1.05,Transit,2016.0,1076.28
