year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2020,IN,Indiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.8,Overall
2020,KS,Kansas,Diabetes,Diabetes among adults,Age-adjusted Prevalence,9.1,"White, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,122.0,Overall
2020,KS,Kansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,114.3,Overall
2020,IL,Illinois,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,10142.0,"White, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,6931.0,"White, non-Hispanic"
2020,KS,Kansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,214.0,Hispanic
2020,MD,Maryland,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,48.0,Hispanic
2020,LA,Louisiana,Tobacco,Current cigarette smoking among adults,Crude Prevalence,25.1,"Multiracial, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,269.2,"White, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,37.6,Hispanic
2020,KY,Kentucky,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,132.1,"White, non-Hispanic"
2020,HI,Hawaii,Diabetes,Diabetes among adults,Crude Prevalence,9.5,Overall
2020,MD,Maryland,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,3589.0,"Black, non-Hispanic"
2020,IA,Iowa,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,64.5,Hispanic
2020,KS,Kansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,169.0,Hispanic
2020,IL,Illinois,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,5.4,Overall
2020,LA,Louisiana,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2020,HI,Hawaii,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.9,"Multiracial, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Black, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,44.2,"Asian, non-Hispanic"
2020,ME,Maine,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",Proportion,0.0,Overall
2020,HI,Hawaii,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,,Hispanic
2020,IA,Iowa,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,1835.0,Hispanic
2020,KS,Kansas,Diabetes,Diabetes among adults,Crude Prevalence,11.1,Overall
2020,MA,Massachusetts,Diabetes,Diabetes among adults,Crude Prevalence,,"Multiracial, non-Hispanic"
2020,IA,Iowa,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2020,HI,Hawaii,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,14.0,Overall
2020,KS,Kansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Black, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,171.3,"White, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,172.0,"Black, non-Hispanic"
2020,IL,Illinois,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,6.6,Hispanic
2020,GU,Guam,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,63.3,Overall
2020,KY,Kentucky,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,277.0,"White, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,186.8,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KS,Kansas,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.6,"White, non-Hispanic"
2020,HI,Hawaii,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,26.0,"Multiracial, non-Hispanic"
2020,ME,Maine,Tobacco,Current cigarette smoking among adults,Crude Prevalence,16.3,"White, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,46.4,"Asian, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,GU,Guam,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,23.1,Hispanic
2020,MD,Maryland,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,18.63,"Asian or Pacific Islander, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,HI,Hawaii,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,90.2,"Multiracial, non-Hispanic"
2020,MD,Maryland,Diabetes,Diabetes among adults,Crude Prevalence,12.6,"Black, non-Hispanic"
2020,HI,Hawaii,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,54.5,Overall
2020,ID,Idaho,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Black, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,Hispanic
2020,ID,Idaho,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,4470.0,Overall
2020,KS,Kansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,71.0,Overall
2020,IN,Indiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,37.9,"Asian, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Asian, non-Hispanic"
2020,LA,Louisiana,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,50.0,"White, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,1.7,Overall
2020,HI,Hawaii,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Black, non-Hispanic"
2020,KY,Kentucky,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,30.8,"Asian, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,41.6,"Black, non-Hispanic"
2020,ID,Idaho,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Asian, non-Hispanic"
2020,MD,Maryland,Tobacco,Current cigarette smoking among adults,Crude Prevalence,11.9,"Black, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,37.0,"Asian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,MD,Maryland,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,37.0,"Asian or Pacific Islander, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,53.0,"Asian, non-Hispanic"
2020,KY,Kentucky,Diabetes,Diabetes among adults,Crude Prevalence,18.5,"Black, non-Hispanic"
2020,LA,Louisiana,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,15.3,"Black, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,52.0,"Asian, non-Hispanic"
2020,KS,Kansas,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,6.4,Hispanic
2020,LA,Louisiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,167.0,Overall
2020,GU,Guam,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"White, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,40.9,"Asian, non-Hispanic"
2020,KS,Kansas,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,48.3,"White, non-Hispanic"
2020,MD,Maryland,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,13.13,Overall
2020,MA,Massachusetts,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,1898.0,"White, non-Hispanic"
2020,IN,Indiana,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,MD,Maryland,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,12.2,Overall
2020,KY,Kentucky,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,47.71,Hispanic
2020,ID,Idaho,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,LA,Louisiana,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,1031.0,"Black, non-Hispanic"
2020,ID,Idaho,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,10.03,"White, non-Hispanic"
2020,ME,Maine,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,70.8,"White, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,82.6,Overall
2020,LA,Louisiana,Diabetes,Diabetes among adults,Age-adjusted Prevalence,18.8,"Black, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,KY,Kentucky,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,10.7,Overall
2020,IL,Illinois,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,51.3,Hispanic
2020,IL,Illinois,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,KY,Kentucky,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,32.0,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Asian, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,191.0,Overall
2020,HI,Hawaii,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,14.72,"White, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,990.0,"Black, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,198.0,Hispanic
2020,IN,Indiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,96.9,"White, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,52.95,"Black, non-Hispanic"
2020,HI,Hawaii,Diabetes,Diabetes among adults,Age-adjusted Prevalence,10.7,"Asian, non-Hispanic"
2020,KS,Kansas,Tobacco,Current cigarette smoking among adults,Crude Prevalence,16.9,Hispanic
2020,KS,Kansas,Diabetes,Diabetes among adults,Crude Prevalence,10.5,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,114.8,"Black, non-Hispanic"
2020,MD,Maryland,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,133.1,Overall
2020,ID,Idaho,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,,"Black, non-Hispanic"
2020,KY,Kentucky,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,11.5,"Multiracial, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,37.0,Hispanic
2020,LA,Louisiana,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,ME,Maine,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,85.3,"White, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,8187.0,Overall
2020,KY,Kentucky,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,HI,Hawaii,Tobacco,Current cigarette smoking among adults,Crude Prevalence,8.8,"Asian, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,69.7,"American Indian or Alaska Native, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,84.7,"Asian, non-Hispanic"
2020,KY,Kentucky,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,30.0,Hispanic
2020,ME,Maine,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,Hispanic
2020,IL,Illinois,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,ID,Idaho,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Asian, non-Hispanic"
2020,KS,Kansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,38.5,"Asian, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,38.0,Hispanic
2020,KS,Kansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,HI,Hawaii,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,48.0,"White, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,MD,Maryland,Tobacco,Current cigarette smoking among adults,Crude Prevalence,8.8,"Asian, non-Hispanic"
2020,IN,Indiana,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,52.1,Overall
2020,HI,Hawaii,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,Overall
2020,ID,Idaho,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,37.3,"Hawaiian or Pacific Islander, non-Hispanic"
2020,MA,Massachusetts,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,HI,Hawaii,Tobacco,Current cigarette smoking among adults,Crude Prevalence,16.7,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,Hispanic
2020,LA,Louisiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,52.0,Hispanic
2020,IL,Illinois,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,52.9,Overall
2020,KY,Kentucky,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,172.0,"White, non-Hispanic"
2020,ID,Idaho,Diabetes,Diabetes among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,94.2,"Asian, non-Hispanic"
2020,HI,Hawaii,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,88.6,Hispanic
2020,ID,Idaho,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,"Black, non-Hispanic"
2020,MA,Massachusetts,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,148.0,"White, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,12.79,"Asian or Pacific Islander, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,107.8,Overall
2020,IN,Indiana,Diabetes,Diabetes among adults,Age-adjusted Prevalence,10.0,"White, non-Hispanic"
2020,ME,Maine,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IA,Iowa,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,11.6,Hispanic
2020,MD,Maryland,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,107.3,"Black, non-Hispanic"
2020,KS,Kansas,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,15.2,Hispanic
2020,IN,Indiana,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,ID,Idaho,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,ID,Idaho,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,11.15,Overall
2020,KS,Kansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2020,IL,Illinois,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,IL,Illinois,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,604.0,"Black, non-Hispanic"
2020,LA,Louisiana,Diabetes,Diabetes among adults,Crude Prevalence,,"Asian, non-Hispanic"
2020,HI,Hawaii,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",Proportion,13.6,Overall
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,160.0,"Black, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,4.6,"White, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"Multiracial, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,35.7,"Asian, non-Hispanic"
2020,MA,Massachusetts,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,16.4,"Black, non-Hispanic"
2020,LA,Louisiana,Diabetes,Diabetes among adults,Crude Prevalence,,Hispanic
2020,ME,Maine,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,MD,Maryland,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,ME,Maine,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,80.0,Hispanic
2020,KS,Kansas,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,13.82,"Asian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,9.4,"White, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,525.0,"Asian, non-Hispanic"
