year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2019,NY,New York,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,29.0,"White, non-Hispanic"
2019,NV,Nevada,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,5.6,"Black, non-Hispanic"
2019,OK,Oklahoma,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,5191.0,"White, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,26.87,"White, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,43.4,"Asian, non-Hispanic"
2019,OK,Oklahoma,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,99.0,Overall
2019,ND,North Dakota,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,11.5,"American Indian or Alaska Native, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Black, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,32.78,Hispanic
2019,ND,North Dakota,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Black, non-Hispanic"
2019,NJ,New Jersey,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,Overall
2019,NM,New Mexico,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,30.2,"American Indian or Alaska Native, non-Hispanic"
2019,NH,New Hampshire,Diabetes,Diabetes among adults,Crude Prevalence,,"Black, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,146.0,"White, non-Hispanic"
2019,NJ,New Jersey,Diabetes,Diabetes among adults,Crude Prevalence,,"White, non-Hispanic"
2019,OH,Ohio,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,19.4,"Black, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Asian, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,35.5,"Asian, non-Hispanic"
2019,NY,New York,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,77.8,"White, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,1448.0,Overall
2019,OH,Ohio,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,6504.0,Overall
2019,NH,New Hampshire,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,Hispanic
2019,OH,Ohio,Tobacco,Current cigarette smoking among adults,Crude Prevalence,20.4,"White, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,65.9,Hispanic
2019,NV,Nevada,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.7,Overall
2019,NY,New York,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,32.2,Overall
2019,NY,New York,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,38.7,"American Indian or Alaska Native, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Tobacco,Current cigarette smoking among adults,Crude Prevalence,26.2,"Multiracial, non-Hispanic"
2019,NC,North Carolina,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,41.1,"White, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,38.0,"Black, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,119.0,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Black, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current cigarette smoking among adults,Crude Prevalence,20.3,"Multiracial, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,1404.0,Overall
2019,NC,North Carolina,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,7.6,Overall
2019,NJ,New Jersey,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,35.2,"Asian, non-Hispanic"
2019,NC,North Carolina,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,68.6,"Black, non-Hispanic"
2019,NJ,New Jersey,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,31.6,"White, non-Hispanic"
2019,NH,New Hampshire,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,Hispanic
2019,OK,Oklahoma,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,57.7,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,202.4,Overall
2019,NV,Nevada,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,24.3,"Multiracial, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,4310.0,"White, non-Hispanic"
2019,ND,North Dakota,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,17.5,Overall
2019,NM,New Mexico,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,3.0,Overall
2019,NC,North Carolina,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,NY,New York,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,22.4,Overall
2019,NM,New Mexico,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2019,OH,Ohio,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,Hispanic
2019,NC,North Carolina,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,57.1,Overall
2019,NY,New York,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,76.6,Hispanic
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,"Black, non-Hispanic"
2019,NM,New Mexico,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Black, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Black, non-Hispanic"
2019,NM,New Mexico,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Asian, non-Hispanic"
2019,NJ,New Jersey,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,2707.0,Overall
2019,NJ,New Jersey,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,15.91,"Asian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,13625.0,"White, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,1153.0,Hispanic
2019,NM,New Mexico,Diabetes,Diabetes among adults,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,158.4,"American Indian or Alaska Native, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,Overall
2019,NJ,New Jersey,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,"Asian, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,26035.0,Overall
2019,OK,Oklahoma,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,835.0,"Black, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,54.3,"White, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,29.8,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,76.6,"Asian, non-Hispanic"
2019,NY,New York,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,10960.0,Overall
2019,NJ,New Jersey,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,10.6,Overall
2019,OH,Ohio,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Asian, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,33.4,"Multiracial, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2019,NH,New Hampshire,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,Hispanic
2019,NM,New Mexico,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,40.0,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,15.63,"American Indian or Alaska Native, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,81.0,"Asian, non-Hispanic"
2019,OH,Ohio,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,54.8,Overall
2019,NH,New Hampshire,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,62.9,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,34.7,Overall
2019,OK,Oklahoma,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,33.4,"Multiracial, non-Hispanic"
2019,NV,Nevada,Tobacco,Current cigarette smoking among adults,Crude Prevalence,10.7,Hispanic
2019,ND,North Dakota,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Asian, non-Hispanic"
